accuracy,precision,recall,f1,roc_auc,pr_auc,model
0.9141234918381831,0.778021978021978,0.946524064171123,0.8540410132689988,0.9793562220672196,0.9502104667397262,MLP PyTorch
0.9325762952448545,0.872,0.8743315508021391,0.8731642189586115,0.9771487251026892,0.9446317913948538,Random Forest
0.915542938254081,0.8294573643410853,0.8582887700534759,0.8436268068331143,0.97351261980418,0.9338585178256511,Logistic Regression
0.6217175301632364,0.2891246684350133,0.2914438502673797,0.29027962716378164,0.5162533260998735,0.2723402566824383,DummyClassifier (stratified)
